module,parameter,symbol,value,task_type,dataset,model,num_clients,client_average_acc
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M2,long-tail calibration strength,lambda,3.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,convnext,3,0.4285714285714286
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,convnext,5,0.4282719377059
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,convnext,7,0.4171907756813417
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,resnet,3,0.4809823300389338
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,resnet,5,0.46480982330038934
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,resnet,7,0.47259658580413294
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
M2,long-tail calibration strength,lambda,3.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,convnext,3,0.5576059850374065
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,convnext,5,0.5471321695760598
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,convnext,7,0.5561097256857855
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,resnet,3,0.6776392352452203
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,resnet,5,0.6769742310889443
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,resnet,7,0.6763092269326684
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,swin_tiny,3,0.5940149625935162
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,swin_tiny,5,0.5945137157107232
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,swin_tiny,7,0.5938487115544472
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,vit_t,3,0.5729010806317539
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,vit_t,5,0.5669160432252701
M2,long-tail calibration strength,lambda,3.0,small,dermamnist_224,vit_t,7,0.5757273482959269
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,convnext,3,0.6503164556962026
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,convnext,5,0.6480850373255437
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,convnext,7,0.6506004543979228
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,resnet,3,0.6168046088932165
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,resnet,5,0.6160743265173645
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,resnet,7,0.6165206101914963
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,swin_tiny,3,0.6798928919182083
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,swin_tiny,5,0.6766471924699773
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,swin_tiny,7,0.6749026290165531
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,vit_t,3,0.5841447581953911
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,vit_t,5,0.5787893541058098
M2,long-tail calibration strength,lambda,3.0,small,organcmnist_224,vit_t,7,0.5791950665368387
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,convnext,3,0.6036403459083871
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,convnext,5,0.6023564064801178
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,convnext,7,0.6043578414712435
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,resnet,3,0.5586647029945999
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,resnet,5,0.5556436690457309
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,resnet,7,0.5541709149956573
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,swin_tiny,3,0.6194252482912277
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,swin_tiny,5,0.622370756391375
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,swin_tiny,7,0.6242966655337789
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,vit_t,3,0.5420490162758204
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,vit_t,5,0.5435595332502549
M2,long-tail calibration strength,lambda,3.0,small,organsmnist_224,vit_t,7,0.5449567614516068
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M2,long-tail calibration strength,lambda,4.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,convnext,3,0.4285714285714286
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,convnext,5,0.4282719377059
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,convnext,7,0.4171907756813417
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,resnet,3,0.4809823300389338
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,resnet,5,0.46480982330038934
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,resnet,7,0.47259658580413294
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
M2,long-tail calibration strength,lambda,4.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,convnext,3,0.5871986699916875
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,convnext,5,0.5755610972568579
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,convnext,7,0.5810473815461347
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,resnet,3,0.6778054862842893
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,resnet,5,0.6784704904405653
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,resnet,7,0.6778054862842893
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,swin_tiny,3,0.6196176226101413
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,swin_tiny,5,0.6197838736492103
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,swin_tiny,7,0.6192851205320032
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,vit_t,3,0.5880299251870325
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,vit_t,5,0.5847049044056525
M2,long-tail calibration strength,lambda,4.0,small,dermamnist_224,vit_t,7,0.5928512053200332
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,convnext,3,0.6511278805582603
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,convnext,5,0.6491804608893216
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,convnext,7,0.6509250243427458
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,resnet,3,0.6059315157416423
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,resnet,5,0.6046738072054528
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,resnet,7,0.6038218111002921
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,swin_tiny,3,0.682205452775073
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,swin_tiny,5,0.6784323271665044
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,swin_tiny,7,0.6777831872768582
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,vit_t,3,0.5854430379746836
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,vit_t,5,0.5799253489126907
M2,long-tail calibration strength,lambda,4.0,small,organcmnist_224,vit_t,7,0.5802499188575138
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,convnext,3,0.6039046863789131
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,convnext,5,0.6031871908160568
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,convnext,7,0.6049998111853782
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,resnet,3,0.5409916543937162
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,resnet,5,0.53940561157056
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,resnet,7,0.5365356293191345
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,swin_tiny,3,0.6237679845927269
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,swin_tiny,5,0.6252785015671614
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,swin_tiny,7,0.626751255617235
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,vit_t,3,0.5425776972168724
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,vit_t,5,0.544616895132359
M2,long-tail calibration strength,lambda,4.0,small,organsmnist_224,vit_t,7,0.5461274121067935
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M2,long-tail calibration strength,lambda,5.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,convnext,3,0.4285714285714286
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,convnext,5,0.4282719377059
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,convnext,7,0.4171907756813417
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,resnet,3,0.4809823300389338
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,resnet,5,0.46480982330038934
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,resnet,7,0.47259658580413294
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
M2,long-tail calibration strength,lambda,5.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,convnext,3,0.6036575228595179
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,convnext,5,0.5935162094763092
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,convnext,7,0.598836242726517
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,resnet,3,0.6733167082294265
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,resnet,5,0.6736492103075644
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,resnet,7,0.6731504571903575
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,swin_tiny,3,0.6392352452202826
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,swin_tiny,5,0.6402327514546966
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,swin_tiny,7,0.6394014962593516
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,vit_t,3,0.6013300083125519
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,vit_t,5,0.6011637572734829
M2,long-tail calibration strength,lambda,5.0,small,dermamnist_224,vit_t,7,0.6061512884455528
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,convnext,3,0.6522638753651412
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,convnext,5,0.6500324569944823
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,convnext,7,0.6517364492048037
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,resnet,3,0.5933138591366439
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,resnet,5,0.5908795845504706
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,resnet,7,0.5906767283349562
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,swin_tiny,3,0.6848020123336579
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,swin_tiny,5,0.6815563128854268
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,swin_tiny,7,0.6803391755923401
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,vit_t,3,0.5863356053229472
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,vit_t,5,0.581264199935086
M2,long-tail calibration strength,lambda,5.0,small,organcmnist_224,vit_t,7,0.5811019149626745
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,convnext,3,0.6061704618405649
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,convnext,5,0.6057173067482345
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,convnext,7,0.6071900607983082
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,resnet,3,0.5198066538272724
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,resnet,5,0.5191646841131378
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,resnet,7,0.513349193761565
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,swin_tiny,3,0.6259582342056569
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,swin_tiny,5,0.6278086174993391
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,swin_tiny,7,0.6285261130621955
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,vit_t,3,0.5431819040066462
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,vit_t,5,0.5458630716362675
M2,long-tail calibration strength,lambda,5.0,small,organsmnist_224,vit_t,7,0.546807144745289
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M2,long-tail calibration strength,lambda,6.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,convnext,3,0.4285714285714286
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,convnext,5,0.4282719377059
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,convnext,7,0.4171907756813417
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,resnet,3,0.4809823300389338
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,resnet,5,0.46480982330038934
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,resnet,7,0.47259658580413294
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
M2,long-tail calibration strength,lambda,6.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,convnext,3,0.6131338320864506
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,convnext,5,0.6088113050706567
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,convnext,7,0.6108063175394847
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,resnet,3,0.6684954280964256
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,resnet,5,0.6683291770573566
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,resnet,7,0.6683291770573566
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,swin_tiny,3,0.6472152950955944
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,swin_tiny,5,0.6483790523690773
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,swin_tiny,7,0.6477140482128013
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,vit_t,3,0.6176226101413134
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,vit_t,5,0.6164588528678304
M2,long-tail calibration strength,lambda,6.0,small,dermamnist_224,vit_t,7,0.6244389027431422
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,convnext,3,0.6529130152547874
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,convnext,5,0.6509655955858488
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,convnext,7,0.6524667315806557
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,resnet,3,0.5748133722817267
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,resnet,5,0.5735556637455371
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,resnet,7,0.572176241480039
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,swin_tiny,3,0.6856945796819215
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,swin_tiny,5,0.6823271665043817
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,swin_tiny,7,0.681110029211295
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,vit_t,3,0.586741317753976
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,vit_t,5,0.5812236286919831
M2,long-tail calibration strength,lambda,6.0,small,organcmnist_224,vit_t,7,0.581629341123012
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,convnext,3,0.6075676900419168
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,convnext,5,0.6070767720252256
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,convnext,7,0.6084362373022166
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,resnet,3,0.49839507571466335
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,resnet,5,0.4976398172274461
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,resnet,7,0.4903515728257996
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,swin_tiny,3,0.6252407386428005
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,swin_tiny,5,0.6270533590121219
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,swin_tiny,7,0.6273176994826479
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,vit_t,3,0.5455609682413806
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,vit_t,5,0.5475624032325063
M2,long-tail calibration strength,lambda,6.0,small,organsmnist_224,vit_t,7,0.5481288470979193
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,convnext,5,0.8476079119165936
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,convnext,7,0.8487771606742668
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,resnet,3,0.7999610250414109
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,resnet,5,0.7986943388872649
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,resnet,7,0.7984020266978467
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,swin_tiny,3,0.7730683036149274
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,swin_tiny,5,0.7715093052713631
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,swin_tiny,7,0.7701451817207444
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,vit_t,3,0.8517002825684498
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,vit_t,5,0.8511156581896132
M2,long-tail calibration strength,lambda,7.0,small,bloodmnist_224,vit_t,7,0.84994640943194
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,convnext,3,0.4285714285714286
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,convnext,5,0.4282719377059
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,convnext,7,0.4171907756813417
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,resnet,3,0.4809823300389338
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,resnet,5,0.46480982330038934
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,resnet,7,0.47259658580413294
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,swin_tiny,3,0.472596585804133
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,swin_tiny,5,0.4833782569631626
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,swin_tiny,7,0.4794848757112908
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,vit_t,3,0.4588200059898173
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
M2,long-tail calibration strength,lambda,7.0,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,convnext,3,0.6249376558603491
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,convnext,5,0.6202826267664173
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,convnext,7,0.6216126350789692
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,resnet,3,0.6683291770573566
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,resnet,5,0.6683291770573566
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,resnet,7,0.6683291770573566
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,swin_tiny,3,0.6583541147132169
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,swin_tiny,5,0.6590191188694929
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,swin_tiny,7,0.6595178719866999
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,vit_t,3,0.628595178719867
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,vit_t,5,0.629426433915212
M2,long-tail calibration strength,lambda,7.0,small,dermamnist_224,vit_t,7,0.6352452202826268
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,convnext,3,0.6538867250892567
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,convnext,5,0.651614735475495
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,convnext,7,0.6531564427134048
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,resnet,3,0.5565968841285297
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,resnet,5,0.5548117494320026
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,resnet,7,0.553919182083739
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,swin_tiny,3,0.6863031483284648
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,swin_tiny,5,0.682935735150925
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,swin_tiny,7,0.6809477442388835
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,vit_t,3,0.5881613112625771
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,vit_t,5,0.58272476468679
M2,long-tail calibration strength,lambda,7.0,small,organcmnist_224,vit_t,7,0.5830087633885102
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,convnext,3,0.6090404440919904
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,convnext,5,0.6082096597560515
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,convnext,7,0.6093425474868773
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,resnet,3,0.47528416600581547
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,resnet,5,0.4741512782749896
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,resnet,7,0.4675050035874778
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,swin_tiny,3,0.624561006004305
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,swin_tiny,5,0.626486915146709
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,swin_tiny,7,0.6261092859031003
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,vit_t,3,0.5482421358710019
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,vit_t,5,0.5500169933159624
M2,long-tail calibration strength,lambda,7.0,small,organsmnist_224,vit_t,7,0.5508855405762623
M2,long-tail calibration strength,lambda,8.0,small,bloodmnist_224,convnext,3,0.8479976615024847
M2,long-tail calibration strength,lambda,8.0,small,bloodmnist_224,convnext,5,0.8476079119165936
