task_type,dataset,model,clip_model,num_clients,beta,seed,merge_weight_mode,my_merge_acc,my_merge_extra_acc,extra_minus_my_merge,exact_same
vlm,bloodmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,3,0.1,42,,0.5878398129201988,0.30371236480561237,-0.28412744811458646,False
vlm,bloodmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,5,0.0,42,,0.3504823151125402,0.09090909090909091,-0.2595732242034493,False
vlm,bloodmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,5,0.01,42,,0.40865244080678165,0.08301666179479684,-0.3256357790119848,False
vlm,bloodmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,5,0.1,42,,0.6401636948260743,0.08301666179479684,-0.5571470330312774,False
vlm,bloodmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,7,0.0,42,,0.21631102016954107,0.1373867290266004,-0.07892429114294067,False
vlm,bloodmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,7,0.01,42,,0.4159602455422391,0.19467991815258695,-0.22128032738965214,False
vlm,bloodmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,7,0.1,42,,0.6106401636948261,0.16924875767319497,-0.4413914060216311,False
vlm,chaoshengmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,3,0.0,42,,0.18508535489667566,0.1707097933513028,-0.014375561545372867,False
vlm,chaoshengmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,3,0.01,42,,0.1087151841868823,0.16172506738544473,0.05300988319856244,False
vlm,chaoshengmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,3,0.1,42,,0.22371967654986524,0.18328840970350405,-0.0404312668463612,False
vlm,chaoshengmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,5,0.0,42,,0.1087151841868823,0.12668463611859837,0.017969451931716077,False
vlm,chaoshengmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,5,0.01,42,,0.11859838274932614,0.16172506738544473,0.04312668463611859,False
vlm,chaoshengmnist_224,clip-vit-base-patch32,openai/clip-vit-base-patch32,5,0.1,42,,0.1087151841868823,0.12578616352201258,0.017070979335130285,False
