module,x_symbol,x_value,curve_symbol,curve_value,task_type,dataset,model,num_clients,client_average_acc
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,convnext,3,0.4306678646301288
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,convnext,5,0.42377957472297095
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,convnext,7,0.41778975741239893
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,resnet,3,0.47619047619047616
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,resnet,5,0.44893680742737346
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,resnet,7,0.46780473195567535
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,swin_tiny,3,0.4719976040730758
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,swin_tiny,5,0.4761904761904762
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,swin_tiny,7,0.4722970949386044
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,vit_t,3,0.4561245882000599
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,vit_t,5,0.45073375262054505
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,chaoshengmnist_224,vit_t,7,0.4495357891584307
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,convnext,3,0.5810473815461347
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,convnext,5,0.570074812967581
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,convnext,7,0.5767248545303408
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,resnet,3,0.6778054862842893
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,resnet,5,0.6793017456359102
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,resnet,7,0.6779717373233582
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,swin_tiny,3,0.6196176226101413
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,swin_tiny,5,0.6212801330008313
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,swin_tiny,7,0.6186201163757273
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,vit_t,3,0.5845386533665835
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,vit_t,5,0.5798836242726517
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,dermamnist_224,vit_t,7,0.5926849542809642
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,convnext,3,0.6449204803635183
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,convnext,5,0.644311911716975
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,convnext,7,0.6452044790652386
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,resnet,3,0.6046738072054528
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,resnet,5,0.5992372606296656
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,resnet,7,0.5970869847452126
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,swin_tiny,3,0.6793248945147679
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,swin_tiny,5,0.6738883479389809
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,swin_tiny,7,0.6735637779941577
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,vit_t,3,0.5850373255436546
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,vit_t,5,0.5775722168127231
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organcmnist_224,vit_t,7,0.5791950665368387
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,convnext,3,0.6041312639250783
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,convnext,5,0.601752199690344
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,convnext,7,0.6037913976058306
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,resnet,3,0.5409161285449945
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,resnet,5,0.5395944261923643
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,resnet,7,0.5312488199086137
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,swin_tiny,3,0.6204826101733318
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,swin_tiny,5,0.6235036441222008
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,swin_tiny,7,0.623730221668366
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,vit_t,3,0.5420490162758204
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,vit_t,5,0.5429175635361202
diagnostic prototype reconstruction,s,25.0,gamma,0.35,small,organsmnist_224,vit_t,7,0.5455232053170197
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,convnext,3,0.8473155997271753
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,convnext,5,0.847023287537757
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,convnext,7,0.8493617850531033
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,resnet,3,0.8004482120237747
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,resnet,5,0.7977199649225373
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,resnet,7,0.7970379031472279
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,swin_tiny,3,0.7731657410114001
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,swin_tiny,5,0.7686836207736529
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,swin_tiny,7,0.7689759329630712
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,vit_t,3,0.8510182207931404
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,vit_t,5,0.8508233460001948
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,bloodmnist_224,vit_t,7,0.8486797232777941
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,convnext,3,0.43096735549565734
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,convnext,5,0.4273734651093142
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,convnext,7,0.41838873914345615
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,resnet,3,0.477088948787062
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,resnet,5,0.4570230607966457
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,resnet,7,0.47020065887990414
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,swin_tiny,3,0.4731955675351902
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,swin_tiny,5,0.4806828391734052
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,swin_tiny,7,0.47918538484576223
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,vit_t,3,0.4579215333932315
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,vit_t,5,0.4531296795447739
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,chaoshengmnist_224,vit_t,7,0.44893680742737346
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,convnext,3,0.6191188694929343
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,convnext,5,0.6144638403990025
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,convnext,7,0.6177888611803823
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,resnet,3,0.6683291770573566
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,resnet,5,0.6684954280964256
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,resnet,7,0.6683291770573566
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,swin_tiny,3,0.654364089775561
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,swin_tiny,5,0.655860349127182
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,swin_tiny,7,0.6550290939318371
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,vit_t,3,0.6207813798836243
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,vit_t,5,0.6234413965087282
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,dermamnist_224,vit_t,7,0.62809642560266
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,convnext,3,0.6507627393703344
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,convnext,5,0.6497890295358649
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,convnext,7,0.6511684518013632
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,resnet,3,0.5638185654008439
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,resnet,5,0.5604105809802012
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,resnet,7,0.5581791626095424
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,swin_tiny,3,0.6843151574164232
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,swin_tiny,5,0.6805420318078546
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,swin_tiny,7,0.6790814670561506
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,vit_t,3,0.5870253164556962
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,vit_t,5,0.581264199935086
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organcmnist_224,vit_t,7,0.581994482310938
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,convnext,3,0.6075299271175559
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,convnext,5,0.6072655866470299
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,convnext,7,0.6082096597560515
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,resnet,3,0.4818171519202447
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,resnet,5,0.4815528114497187
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,resnet,7,0.4723386579056682
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,swin_tiny,3,0.62346588119784
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,swin_tiny,5,0.625920471281296
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,swin_tiny,7,0.6250519240209962
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,vit_t,3,0.5474113515350629
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,vit_t,5,0.5483176617197236
diagnostic prototype reconstruction,s,15.0,gamma,0.4,small,organsmnist_224,vit_t,7,0.549601601147993
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,convnext,3,0.8473155997271753
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,convnext,5,0.847023287537757
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,convnext,7,0.8493617850531033
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,resnet,3,0.8004482120237747
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,resnet,5,0.7977199649225373
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,resnet,7,0.7970379031472279
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,swin_tiny,3,0.7731657410114001
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,swin_tiny,5,0.7686836207736529
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,swin_tiny,7,0.7689759329630712
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,vit_t,3,0.8510182207931404
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,vit_t,5,0.8508233460001948
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,bloodmnist_224,vit_t,7,0.8486797232777941
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,convnext,3,0.4324648098233004
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,convnext,5,0.42857142857142855
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,convnext,7,0.41838873914345615
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,resnet,3,0.478586403114705
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,resnet,5,0.4579215333932315
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,resnet,7,0.47139862234201857
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,swin_tiny,3,0.47139862234201857
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,swin_tiny,5,0.48188080263551963
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,swin_tiny,7,0.4782869122491764
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,vit_t,3,0.4582210242587601
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,vit_t,5,0.4528301886792453
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,chaoshengmnist_224,vit_t,7,0.44893680742737346
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,convnext,3,0.6101413133832086
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,convnext,5,0.6028262676641729
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,convnext,7,0.6073150457190357
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,resnet,3,0.6706566916043225
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,resnet,5,0.6706566916043225
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,resnet,7,0.6696591853699085
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,swin_tiny,3,0.6457190357439734
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,swin_tiny,5,0.6445552784704904
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,swin_tiny,7,0.6458852867830425
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,vit_t,3,0.6126350789692435
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,vit_t,5,0.6123025768911056
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,dermamnist_224,vit_t,7,0.6199501246882793
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,convnext,3,0.6497078870496592
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,convnext,5,0.6486530347289841
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,convnext,7,0.6499918857513795
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,resnet,3,0.5799253489126907
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,resnet,5,0.5763145082765336
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,resnet,7,0.5745293735800064
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,swin_tiny,3,0.6849642973060694
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,swin_tiny,5,0.6802986043492373
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,swin_tiny,7,0.6797306069457968
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,vit_t,3,0.5857676079195067
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,vit_t,5,0.5799659201557935
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organcmnist_224,vit_t,7,0.5812236286919831
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,convnext,3,0.6076432158906385
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,convnext,5,0.6065103281598127
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,convnext,7,0.6068879574034213
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,resnet,3,0.5046259582342056
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,resnet,5,0.5034553075790189
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,resnet,7,0.49529851591707263
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,swin_tiny,3,0.6244099543068615
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,swin_tiny,5,0.6270911219364828
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,swin_tiny,7,0.6256183678864091
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,vit_t,3,0.5453343906952154
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,vit_t,5,0.5466560930478456
diagnostic prototype reconstruction,s,17.5,gamma,0.4,small,organsmnist_224,vit_t,7,0.5478267437030324
diagnostic prototype reconstruction,s,20.0,gamma,0.4,small,bloodmnist_224,convnext,3,0.8473155997271753
diagnostic prototype reconstruction,s,20.0,gamma,0.4,small,bloodmnist_224,convnext,5,0.847023287537757
diagnostic prototype reconstruction,s,20.0,gamma,0.4,small,bloodmnist_224,convnext,7,0.8493617850531033
diagnostic prototype reconstruction,s,20.0,gamma,0.4,small,bloodmnist_224,resnet,3,0.8004482120237747
diagnostic prototype reconstruction,s,20.0,gamma,0.4,small,bloodmnist_224,resnet,5,0.7977199649225373
diagnostic prototype reconstruction,s,20.0,gamma,0.4,small,bloodmnist_224,resnet,7,0.7970379031472279
diagnostic prototype reconstruction,s,20.0,gamma,0.4,small,bloodmnist_224,swin_tiny,3,0.7731657410114001
diagnostic prototype reconstruction,s,20.0,gamma,0.4,small,bloodmnist_224,swin_tiny,5,0.7686836207736529
diagnostic prototype reconstruction,s,20.0,gamma,0.4,small,bloodmnist_224,swin_tiny,7,0.7689759329630712
