dataset,task_type,backbone,method,num_clients,beta,merged_accuracy,best_client_accuracy_proxy,delta_accuracy,best_client_id,best_client_val_acc,source
bloodmnist,small,convnext,iso_c,7,0.1,0.137400,0.414791,-0.277391,5,0.421729,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,free_merge,3,0,0.194700,0.194680,0.000020,1,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,free_merge,3,0.01,0.083000,0.331774,-0.248774,0,0.331192,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,free_merge,3,0.1,0.194700,0.745981,-0.551281,0,0.754089,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,free_merge,5,0,0.194700,0.194680,0.000020,4,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,free_merge,5,0.01,0.090900,0.409237,-0.318337,4,0.409463,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,free_merge,5,0.1,0.071300,0.194680,-0.123380,1,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,free_merge,7,0,0.137400,0.194680,-0.057280,4,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,free_merge,7,0.01,0.194700,0.418883,-0.224183,6,0.421729,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,free_merge,7,0.1,0.083000,0.414791,-0.331791,5,0.421729,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,robustmerge,3,0,0.194700,0.194680,0.000020,1,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,robustmerge,3,0.01,0.090900,0.331774,-0.240874,0,0.331192,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,robustmerge,3,0.1,0.137400,0.745981,-0.608581,0,0.754089,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,robustmerge,5,0,0.169200,0.194680,-0.025480,4,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,robustmerge,5,0.01,0.169200,0.409237,-0.240037,4,0.409463,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,robustmerge,5,0.1,0.083000,0.194680,-0.111680,1,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,robustmerge,7,0,0.071300,0.194680,-0.123380,4,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,robustmerge,7,0.01,0.083000,0.418883,-0.335883,6,0.421729,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,convnext,robustmerge,7,0.1,0.071300,0.414791,-0.343491,5,0.421729,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,avg,3,0,0.169200,0.382052,-0.212852,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,avg,3,0.01,0.083600,0.404560,-0.320960,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,avg,3,0.1,0.150000,0.768781,-0.618781,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,avg,5,0,0.071000,0.351359,-0.280359,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,avg,5,0.01,0.071000,0.410406,-0.339406,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,avg,5,0.1,0.182400,0.695995,-0.513595,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,avg,7,0,0.169200,0.239696,-0.070496,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,avg,7,0.01,0.095900,0.419176,-0.323276,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,avg,7,0.1,0.083000,0.675826,-0.592826,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,ties,3,0,0.071300,0.382052,-0.310752,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,ties,3,0.01,0.118400,0.404560,-0.286160,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,ties,3,0.1,0.049100,0.768781,-0.719681,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,ties,5,0,0.049700,0.351359,-0.301659,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,ties,5,0.01,0.194700,0.410406,-0.215706,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,ties,5,0.1,0.181800,0.695995,-0.514195,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,ties,7,0,0.137400,0.239696,-0.102296,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,ties,7,0.01,0.109600,0.419176,-0.309576,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,ties,7,0.1,0.138600,0.675826,-0.537226,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_linear,3,0,0.169200,0.382052,-0.212852,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_linear,3,0.01,0.244700,0.404560,-0.159860,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_linear,3,0.1,0.305200,0.768781,-0.463581,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_linear,5,0,0.085400,0.351359,-0.265959,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_linear,5,0.01,0.071000,0.410406,-0.339406,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_linear,5,0.1,0.182400,0.695995,-0.513595,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_linear,7,0,0.169200,0.239696,-0.070496,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_linear,7,0.01,0.081600,0.419176,-0.337576,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_linear,7,0.1,0.165200,0.675826,-0.510626,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_ties,3,0,0.074500,0.382052,-0.307552,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_ties,3,0.01,0.083000,0.404560,-0.321560,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_ties,3,0.1,0.062800,0.768781,-0.705981,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_ties,5,0,0.071000,0.351359,-0.280359,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_ties,5,0.01,0.194700,0.410406,-0.215706,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_ties,5,0.1,0.090900,0.695995,-0.605095,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_ties,7,0,0.194700,0.239696,-0.044996,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_ties,7,0.01,0.081600,0.419176,-0.337576,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,dare_ties,7,0.1,0.067500,0.675826,-0.608326,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,regmean,3,0,0.188000,0.382052,-0.194052,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,regmean,3,0.01,0.143500,0.404560,-0.261060,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,regmean,3,0.1,0.192900,0.768781,-0.575881,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,regmean,5,0,0.169200,0.351359,-0.182159,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,regmean,5,0.01,0.073700,0.410406,-0.336706,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,regmean,5,0.1,0.182100,0.695995,-0.513895,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,regmean,7,0,0.166000,0.239696,-0.073696,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,regmean,7,0.01,0.083600,0.419176,-0.335576,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,regmean,7,0.1,0.137400,0.675826,-0.538426,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,fisher,3,0,0.079500,0.382052,-0.302552,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,fisher,3,0.01,0.090900,0.404560,-0.313660,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,fisher,3,0.1,0.179500,0.768781,-0.589281,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,fisher,5,0,0.121600,0.351359,-0.229759,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,fisher,5,0.01,0.194700,0.410406,-0.215706,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,fisher,5,0.1,0.137400,0.695995,-0.558595,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,fisher,7,0,0.194700,0.239696,-0.044996,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,fisher,7,0.01,0.194700,0.419176,-0.224476,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,fisher,7,0.1,0.193800,0.675826,-0.482026,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,breadcrumbs,3,0,0.178600,0.382052,-0.203452,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,breadcrumbs,3,0.01,0.137400,0.404560,-0.267160,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,breadcrumbs,3,0.1,0.093000,0.768781,-0.675781,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,breadcrumbs,5,0,0.169200,0.351359,-0.182159,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,breadcrumbs,5,0.01,0.071000,0.410406,-0.339406,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,breadcrumbs,5,0.1,0.071300,0.695995,-0.624695,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,breadcrumbs,7,0,0.169200,0.239696,-0.070496,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,breadcrumbs,7,0.01,0.158400,0.419176,-0.260776,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,breadcrumbs,7,0.1,0.062300,0.675826,-0.613526,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,model_stock,3,0,0.169200,0.382052,-0.212852,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,model_stock,3,0.01,0.249000,0.404560,-0.155560,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,model_stock,3,0.1,0.163700,0.768781,-0.605081,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,model_stock,5,0,0.078000,0.351359,-0.273359,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,model_stock,5,0.01,0.071000,0.410406,-0.339406,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,model_stock,5,0.1,0.186800,0.695995,-0.509195,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,model_stock,7,0,0.174200,0.239696,-0.065496,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,model_stock,7,0.01,0.083000,0.419176,-0.336176,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,model_stock,7,0.1,0.083000,0.675826,-0.592826,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,from,3,0,0.220700,0.382052,-0.161352,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,from,3,0.01,0.222700,0.404560,-0.181860,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,from,3,0.1,0.097000,0.768781,-0.671781,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,from,5,0,0.083300,0.351359,-0.268059,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,from,5,0.01,0.071000,0.410406,-0.339406,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,from,5,0.1,0.080100,0.695995,-0.615895,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,from,7,0,0.169200,0.239696,-0.070496,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,from,7,0.01,0.169200,0.419176,-0.249976,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,from,7,0.1,0.083000,0.675826,-0.592826,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,iso_c,3,0,0.149400,0.382052,-0.232652,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,iso_c,3,0.01,0.083300,0.404560,-0.321260,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,iso_c,3,0.1,0.137400,0.768781,-0.631381,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,iso_c,5,0,0.070400,0.351359,-0.280959,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,iso_c,5,0.01,0.192000,0.410406,-0.218406,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,iso_c,5,0.1,0.182400,0.695995,-0.513595,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,iso_c,7,0,0.139400,0.239696,-0.100296,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,iso_c,7,0.01,0.083000,0.419176,-0.336176,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,iso_c,7,0.1,0.083000,0.675826,-0.592826,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,free_merge,3,0,0.169200,0.382052,-0.212852,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,free_merge,3,0.01,0.232700,0.404560,-0.171860,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,free_merge,3,0.1,0.194700,0.768781,-0.574081,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,free_merge,5,0,0.071000,0.351359,-0.280359,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,free_merge,5,0.01,0.183600,0.410406,-0.226806,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,free_merge,5,0.1,0.182400,0.695995,-0.513595,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,free_merge,7,0,0.165200,0.239696,-0.074496,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,free_merge,7,0.01,0.169500,0.419176,-0.249676,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,free_merge,7,0.1,0.083000,0.675826,-0.592826,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,robustmerge,3,0,0.169200,0.382052,-0.212852,0,0.386682,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,robustmerge,3,0.01,0.137400,0.404560,-0.267160,2,0.408879,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,robustmerge,3,0.1,0.138000,0.768781,-0.630781,0,0.769276,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,robustmerge,5,0,0.169200,0.351359,-0.182159,0,0.351636,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,robustmerge,5,0.01,0.060800,0.410406,-0.349606,4,0.410047,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,robustmerge,5,0.1,0.090900,0.695995,-0.605095,1,0.693341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,robustmerge,7,0,0.169200,0.239696,-0.070496,0,0.238902,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,robustmerge,7,0.01,0.088900,0.419176,-0.330276,6,0.425234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,vit_t,robustmerge,7,0.1,0.169200,0.675826,-0.506626,5,0.675234,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,avg,3,0,0.194700,0.317159,-0.122459,1,0.318341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,avg,3,0.01,0.137400,0.332067,-0.194667,0,0.331192,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,avg,3,0.1,0.137400,0.359252,-0.221852,0,0.362150,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,avg,5,0,0.091200,0.341713,-0.250513,0,0.341706,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,avg,5,0.01,0.193200,0.310436,-0.117236,1,0.303738,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,avg,5,0.1,0.071300,0.399591,-0.328291,4,0.398949,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,avg,7,0,0.182400,0.194680,-0.012280,4,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,avg,7,0.01,0.137400,0.326220,-0.188820,6,0.338785,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,avg,7,0.1,0.137400,0.377083,-0.239683,6,0.379673,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,ties,3,0,0.071300,0.317159,-0.245859,1,0.318341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,ties,3,0.01,0.083000,0.332067,-0.249067,0,0.331192,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,ties,3,0.1,0.137400,0.359252,-0.221852,0,0.362150,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,ties,5,0,0.090900,0.341713,-0.250813,0,0.341706,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,ties,5,0.01,0.194700,0.310436,-0.115736,1,0.303738,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,ties,5,0.1,0.071300,0.399591,-0.328291,4,0.398949,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,ties,7,0,0.083000,0.194680,-0.111680,4,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,ties,7,0.01,0.194700,0.326220,-0.131520,6,0.338785,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,ties,7,0.1,0.137400,0.377083,-0.239683,6,0.379673,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_linear,3,0,0.194700,0.317159,-0.122459,1,0.318341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_linear,3,0.01,0.137400,0.332067,-0.194667,0,0.331192,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_linear,3,0.1,0.137400,0.359252,-0.221852,0,0.362150,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_linear,5,0,0.092100,0.341713,-0.249613,0,0.341706,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_linear,5,0.01,0.185000,0.310436,-0.125436,1,0.303738,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_linear,5,0.1,0.071300,0.399591,-0.328291,4,0.398949,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_linear,7,0,0.215400,0.194680,0.020720,4,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_linear,7,0.01,0.194700,0.326220,-0.131520,6,0.338785,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_linear,7,0.1,0.137400,0.377083,-0.239683,6,0.379673,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_ties,3,0,0.194700,0.317159,-0.122459,1,0.318341,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_ties,3,0.01,0.083000,0.332067,-0.249067,0,0.331192,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_ties,3,0.1,0.137400,0.359252,-0.221852,0,0.362150,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_ties,5,0,0.071000,0.341713,-0.270713,0,0.341706,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_ties,5,0.01,0.194700,0.310436,-0.115736,1,0.303738,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_ties,5,0.1,0.083000,0.399591,-0.316591,4,0.398949,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_ties,7,0,0.083000,0.194680,-0.111680,4,0.194509,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_ties,7,0.01,0.194700,0.326220,-0.131520,6,0.338785,formal_accuracy_rows + model_hub_meta_test_acc
bloodmnist,small,swin_tiny,dare_ties,7,0.1,0.137400,0.377083,-0.239683,6,0.379673,formal_accuracy_rows + model_hub_meta_test_acc
