dataset,task_type,backbone,method,num_clients,beta,merged_accuracy,best_client_accuracy_proxy,delta_accuracy,best_client_id,best_client_val_acc,source
organcmnist,small,swin_tiny,regmean,7,0,0.091300,0.290409,-0.199109,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,regmean,7,0.01,0.100800,0.269352,-0.168552,0,0.219482,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,regmean,7,0.1,0.051200,0.414800,-0.363600,4,0.372910,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,fisher,3,0,0.101400,0.313413,-0.212013,0,0.267140,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,fisher,3,0.01,0.091500,0.564873,-0.473373,0,0.543478,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,fisher,3,0.1,0.051200,0.372444,-0.321244,1,0.542224,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,fisher,5,0,0.117100,0.346154,-0.229054,0,0.367475,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,fisher,5,0.01,0.052500,0.284080,-0.231580,2,0.283863,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,fisher,5,0.1,0.100300,0.325949,-0.225649,4,0.358278,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,fisher,7,0,0.089500,0.290409,-0.200909,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,fisher,7,0.01,0.117100,0.269352,-0.152252,0,0.219482,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,fisher,7,0.1,0.086800,0.414800,-0.328000,4,0.372910,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,breadcrumbs,3,0,0.248300,0.313413,-0.065113,0,0.267140,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,breadcrumbs,3,0.01,0.134000,0.564873,-0.430873,0,0.543478,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,breadcrumbs,3,0.1,0.051200,0.372444,-0.321244,1,0.542224,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,breadcrumbs,5,0,0.223300,0.346154,-0.122854,0,0.367475,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,breadcrumbs,5,0.01,0.088200,0.284080,-0.195880,2,0.283863,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,breadcrumbs,5,0.1,0.223300,0.325949,-0.102649,4,0.358278,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,breadcrumbs,7,0,0.223300,0.290409,-0.067109,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,breadcrumbs,7,0.01,0.223300,0.269352,-0.046052,0,0.219482,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,breadcrumbs,7,0.1,0.051200,0.414800,-0.363600,4,0.372910,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,model_stock,3,0,0.117100,0.313413,-0.196313,0,0.267140,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,model_stock,3,0.01,0.164600,0.564873,-0.400273,0,0.543478,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,model_stock,3,0.1,0.051200,0.372444,-0.321244,1,0.542224,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,model_stock,5,0,0.073100,0.346154,-0.273054,0,0.367475,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,model_stock,5,0.01,0.066800,0.284080,-0.217280,2,0.283863,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,model_stock,5,0.1,0.091300,0.325949,-0.234649,4,0.358278,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,model_stock,7,0,0.223300,0.290409,-0.067109,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,model_stock,7,0.01,0.106500,0.269352,-0.162852,0,0.219482,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,model_stock,7,0.1,0.091300,0.414800,-0.323500,4,0.372910,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,from,3,0,0.088500,0.313413,-0.224913,0,0.267140,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,from,3,0.01,0.211200,0.564873,-0.353673,0,0.543478,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,from,3,0.1,0.052500,0.372444,-0.319944,1,0.542224,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,from,5,0,0.223300,0.346154,-0.122854,0,0.367475,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,from,5,0.01,0.051200,0.284080,-0.232880,2,0.283863,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,from,5,0.1,0.091300,0.325949,-0.234649,4,0.358278,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,from,7,0,0.091300,0.290409,-0.199109,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,from,7,0.01,0.132800,0.269352,-0.136552,0,0.219482,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,from,7,0.1,0.091300,0.414800,-0.323500,4,0.372910,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,iso_c,3,0,0.084700,0.313413,-0.228713,0,0.267140,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,iso_c,3,0.01,0.180700,0.564873,-0.384173,0,0.543478,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,iso_c,3,0.1,0.125100,0.372444,-0.247344,1,0.542224,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,iso_c,5,0,0.200500,0.346154,-0.145654,0,0.367475,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,iso_c,5,0.01,0.106500,0.284080,-0.177580,2,0.283863,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,iso_c,5,0.1,0.091300,0.325949,-0.234649,4,0.358278,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,iso_c,7,0,0.240500,0.290409,-0.049909,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,iso_c,7,0.01,0.104200,0.269352,-0.165152,0,0.219482,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,iso_c,7,0.1,0.095900,0.414800,-0.318900,4,0.372910,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,free_merge,3,0,0.100800,0.313413,-0.212613,0,0.267140,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,free_merge,3,0.01,0.135700,0.564873,-0.429173,0,0.543478,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,free_merge,3,0.1,0.051200,0.372444,-0.321244,1,0.542224,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,free_merge,5,0,0.254000,0.346154,-0.092154,0,0.367475,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,free_merge,5,0.01,0.067800,0.284080,-0.216280,2,0.283863,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,free_merge,5,0.1,0.091300,0.325949,-0.234649,4,0.358278,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,free_merge,7,0,0.089500,0.290409,-0.200909,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,free_merge,7,0.01,0.086300,0.269352,-0.183052,0,0.219482,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,free_merge,7,0.1,0.091300,0.414800,-0.323500,4,0.372910,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,robustmerge,3,0,0.224800,0.313413,-0.088613,0,0.267140,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,robustmerge,3,0.01,0.204100,0.564873,-0.360773,0,0.543478,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,robustmerge,3,0.1,0.051200,0.372444,-0.321244,1,0.542224,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,robustmerge,5,0,0.223300,0.346154,-0.122854,0,0.367475,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,robustmerge,5,0.01,0.117900,0.284080,-0.166180,2,0.283863,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,robustmerge,5,0.1,0.091300,0.325949,-0.234649,4,0.358278,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,robustmerge,7,0,0.223300,0.290409,-0.067109,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,robustmerge,7,0.01,0.273500,0.269352,0.004148,0,0.219482,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,swin_tiny,robustmerge,7,0.1,0.091300,0.414800,-0.323500,4,0.372910,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,avg,3,0,0.089200,0.435005,-0.345805,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,avg,3,0.01,0.089500,0.574611,-0.485111,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,avg,3,0.1,0.100300,0.684761,-0.584461,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,avg,5,0,0.100800,0.377799,-0.276999,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,avg,5,0.01,0.052500,0.453505,-0.401005,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,avg,5,0.1,0.095900,0.630477,-0.534577,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,avg,7,0,0.197100,0.311222,-0.114122,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,avg,7,0.01,0.052600,0.281159,-0.228559,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,avg,7,0.1,0.123100,0.637415,-0.514315,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,ties,3,0,0.088900,0.435005,-0.346105,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,ties,3,0.01,0.089500,0.574611,-0.485111,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,ties,3,0.1,0.446800,0.684761,-0.237961,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,ties,5,0,0.127700,0.377799,-0.250099,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,ties,5,0.01,0.194900,0.453505,-0.258605,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,ties,5,0.1,0.263300,0.630477,-0.367177,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,ties,7,0,0.100900,0.311222,-0.210322,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,ties,7,0.01,0.140300,0.281159,-0.140859,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,ties,7,0.1,0.102700,0.637415,-0.534715,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_linear,3,0,0.120500,0.435005,-0.314505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_linear,3,0.01,0.089500,0.574611,-0.485111,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_linear,3,0.1,0.092000,0.684761,-0.592761,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_linear,5,0,0.106100,0.377799,-0.271699,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_linear,5,0.01,0.052500,0.453505,-0.401005,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_linear,5,0.1,0.124900,0.630477,-0.505577,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_linear,7,0,0.220300,0.311222,-0.090922,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_linear,7,0.01,0.052500,0.281159,-0.228659,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_linear,7,0.1,0.120100,0.637415,-0.517315,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_ties,3,0,0.105400,0.435005,-0.329605,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_ties,3,0.01,0.098600,0.574611,-0.476011,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_ties,3,0.1,0.309300,0.684761,-0.375461,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_ties,5,0,0.129000,0.377799,-0.248799,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_ties,5,0.01,0.242000,0.453505,-0.211505,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_ties,5,0.1,0.332300,0.630477,-0.298177,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_ties,7,0,0.062400,0.311222,-0.248822,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_ties,7,0.01,0.170200,0.281159,-0.110959,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,dare_ties,7,0.1,0.109500,0.637415,-0.527915,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,regmean,3,0,0.088500,0.435005,-0.346505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,regmean,3,0.01,0.089500,0.574611,-0.485111,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,regmean,3,0.1,0.112100,0.684761,-0.572661,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,regmean,5,0,0.225500,0.377799,-0.152299,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,regmean,5,0.01,0.097500,0.453505,-0.356005,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,regmean,5,0.1,0.116100,0.630477,-0.514377,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,regmean,7,0,0.048200,0.311222,-0.263022,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,regmean,7,0.01,0.055300,0.281159,-0.225859,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,regmean,7,0.1,0.146400,0.637415,-0.491015,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,fisher,3,0,0.088500,0.435005,-0.346505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,fisher,3,0.01,0.107500,0.574611,-0.467111,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,fisher,3,0.1,0.458300,0.684761,-0.226461,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,fisher,5,0,0.113200,0.377799,-0.264599,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,fisher,5,0.01,0.124300,0.453505,-0.329205,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,fisher,5,0.1,0.148900,0.630477,-0.481577,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,fisher,7,0,0.326200,0.311222,0.014978,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,fisher,7,0.01,0.146300,0.281159,-0.134859,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,fisher,7,0.1,0.126500,0.637415,-0.510915,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,breadcrumbs,3,0,0.080000,0.435005,-0.355005,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,breadcrumbs,3,0.01,0.100800,0.574611,-0.473811,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,breadcrumbs,3,0.1,0.089500,0.684761,-0.595261,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,breadcrumbs,5,0,0.089500,0.377799,-0.288299,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,breadcrumbs,5,0.01,0.102200,0.453505,-0.351305,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,breadcrumbs,5,0.1,0.089500,0.630477,-0.540977,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,breadcrumbs,7,0,0.098600,0.311222,-0.212622,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,breadcrumbs,7,0.01,0.093700,0.281159,-0.187459,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,breadcrumbs,7,0.1,0.086500,0.637415,-0.550915,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,model_stock,3,0,0.100900,0.435005,-0.334105,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,model_stock,3,0.01,0.089500,0.574611,-0.485111,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,model_stock,3,0.1,0.089500,0.684761,-0.595261,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,model_stock,5,0,0.129400,0.377799,-0.248399,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,model_stock,5,0.01,0.086800,0.453505,-0.366705,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,model_stock,5,0.1,0.089500,0.630477,-0.540977,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,model_stock,7,0,0.229600,0.311222,-0.081622,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,model_stock,7,0.01,0.056600,0.281159,-0.224559,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,model_stock,7,0.1,0.051200,0.637415,-0.586215,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,from,3,0,0.088500,0.435005,-0.346505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,from,3,0.01,0.089500,0.574611,-0.485111,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,from,3,0.1,0.122900,0.684761,-0.561861,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,from,5,0,0.100800,0.377799,-0.276999,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,from,5,0.01,0.078400,0.453505,-0.375105,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,from,5,0.1,0.072100,0.630477,-0.558377,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,from,7,0,0.201300,0.311222,-0.109922,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,from,7,0.01,0.060900,0.281159,-0.220259,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,from,7,0.1,0.139500,0.637415,-0.497915,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,iso_c,3,0,0.088500,0.435005,-0.346505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,iso_c,3,0.01,0.089500,0.574611,-0.485111,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,iso_c,3,0.1,0.129900,0.684761,-0.554861,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,iso_c,5,0,0.100800,0.377799,-0.276999,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,iso_c,5,0.01,0.052500,0.453505,-0.401005,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,iso_c,5,0.1,0.051600,0.630477,-0.578877,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,iso_c,7,0,0.119500,0.311222,-0.191722,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,iso_c,7,0.01,0.052500,0.281159,-0.228659,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,iso_c,7,0.1,0.094700,0.637415,-0.542715,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,free_merge,3,0,0.089500,0.435005,-0.345505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,free_merge,3,0.01,0.089500,0.574611,-0.485111,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,free_merge,3,0.1,0.100300,0.684761,-0.584461,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,free_merge,5,0,0.100800,0.377799,-0.276999,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,free_merge,5,0.01,0.052500,0.453505,-0.401005,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,free_merge,5,0.1,0.095900,0.630477,-0.534577,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,free_merge,7,0,0.197400,0.311222,-0.113822,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,free_merge,7,0.01,0.052600,0.281159,-0.228559,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,free_merge,7,0.1,0.122900,0.637415,-0.514515,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,robustmerge,3,0,0.330600,0.435005,-0.104405,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,robustmerge,3,0.01,0.101600,0.574611,-0.473011,0,0.544732,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,robustmerge,3,0.1,0.097400,0.684761,-0.587361,2,0.596572,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,robustmerge,5,0,0.237600,0.377799,-0.140199,0,0.384615,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,robustmerge,5,0.01,0.052000,0.453505,-0.401505,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,robustmerge,5,0.1,0.087300,0.630477,-0.543177,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,robustmerge,7,0,0.274500,0.311222,-0.036722,0,0.234532,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,robustmerge,7,0.01,0.060900,0.281159,-0.220259,5,0.322742,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,densenet,robustmerge,7,0.1,0.066000,0.637415,-0.571415,4,0.689799,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,avg,3,0,0.088500,0.435005,-0.346505,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,avg,3,0.01,0.100800,0.582400,-0.481600,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,avg,3,0.1,0.094600,0.683301,-0.588701,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,avg,5,0,0.117800,0.377313,-0.259513,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,avg,5,0.01,0.139200,0.450949,-0.311749,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,avg,5,0.1,0.091300,0.642283,-0.550983,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,avg,7,0,0.213400,0.314873,-0.101473,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,avg,7,0.01,0.078100,0.293087,-0.214987,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,avg,7,0.1,0.091300,0.639362,-0.548062,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,ties,3,0,0.279000,0.435005,-0.156005,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,ties,3,0.01,0.115900,0.582400,-0.466500,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,ties,3,0.1,0.473800,0.683301,-0.209501,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,ties,5,0,0.096400,0.377313,-0.280913,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,ties,5,0.01,0.190700,0.450949,-0.260249,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,ties,5,0.1,0.281400,0.642283,-0.360883,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,ties,7,0,0.111400,0.314873,-0.203473,0,0.237876,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,ties,7,0.01,0.150100,0.293087,-0.142987,5,0.321906,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,ties,7,0.1,0.094400,0.639362,-0.544962,4,0.698579,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_linear,3,0,0.067800,0.435005,-0.367205,0,0.347826,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_linear,3,0.01,0.100800,0.582400,-0.481600,0,0.543896,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_linear,3,0.1,0.130400,0.683301,-0.552901,2,0.632525,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_linear,5,0,0.067800,0.377313,-0.309513,0,0.391304,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_linear,5,0.01,0.129500,0.450949,-0.321449,2,0.376672,formal_accuracy_rows + model_hub_meta_test_acc
organcmnist,small,efficientnet,dare_linear,5,0.1,0.091300,0.642283,-0.550983,4,0.727007,formal_accuracy_rows + model_hub_meta_test_acc
