dataset,task_type,backbone,method,setting,num_clients,beta,accuracy,source_file
organcmnist,small,densenet,from,c5_b0.1,5,0.1,0.0721,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,from,c7_b0,7,0.0,0.2013,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,from,c7_b0.01,7,0.01,0.0609,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,from,c7_b0.1,7,0.1,0.1395,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,iso_c,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,iso_c,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,iso_c,c3_b0.1,3,0.1,0.1299,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,iso_c,c5_b0,5,0.0,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,iso_c,c5_b0.01,5,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,iso_c,c5_b0.1,5,0.1,0.0516,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,iso_c,c7_b0,7,0.0,0.1195,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,iso_c,c7_b0.01,7,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,iso_c,c7_b0.1,7,0.1,0.0947,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,free_merge,c3_b0,3,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,free_merge,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,free_merge,c3_b0.1,3,0.1,0.1003,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,free_merge,c5_b0,5,0.0,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,free_merge,c5_b0.01,5,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,free_merge,c5_b0.1,5,0.1,0.0959,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,free_merge,c7_b0,7,0.0,0.1974,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,free_merge,c7_b0.01,7,0.01,0.0526,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,free_merge,c7_b0.1,7,0.1,0.1229,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,robustmerge,c3_b0,3,0.0,0.3306,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,robustmerge,c3_b0.01,3,0.01,0.1016,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,robustmerge,c3_b0.1,3,0.1,0.0974,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,robustmerge,c5_b0,5,0.0,0.2376,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,robustmerge,c5_b0.01,5,0.01,0.052,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,robustmerge,c5_b0.1,5,0.1,0.0873,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,robustmerge,c7_b0,7,0.0,0.2745,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,robustmerge,c7_b0.01,7,0.01,0.0609,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,robustmerge,c7_b0.1,7,0.1,0.066,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,avg,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,avg,c3_b0.01,3,0.01,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,avg,c3_b0.1,3,0.1,0.0946,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,avg,c5_b0,5,0.0,0.1178,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,avg,c5_b0.01,5,0.01,0.1392,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,avg,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,avg,c7_b0,7,0.0,0.2134,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,avg,c7_b0.01,7,0.01,0.0781,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,avg,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,ties,c3_b0,3,0.0,0.279,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,ties,c3_b0.01,3,0.01,0.1159,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,ties,c3_b0.1,3,0.1,0.4738,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,ties,c5_b0,5,0.0,0.0964,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,ties,c5_b0.01,5,0.01,0.1907,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,ties,c5_b0.1,5,0.1,0.2814,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,ties,c7_b0,7,0.0,0.1114,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,ties,c7_b0.01,7,0.01,0.1501,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,ties,c7_b0.1,7,0.1,0.0944,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_linear,c3_b0,3,0.0,0.0678,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_linear,c3_b0.01,3,0.01,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_linear,c3_b0.1,3,0.1,0.1304,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_linear,c5_b0,5,0.0,0.0678,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_linear,c5_b0.01,5,0.01,0.1295,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_linear,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_linear,c7_b0,7,0.0,0.0807,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_linear,c7_b0.01,7,0.01,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_linear,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_ties,c3_b0,3,0.0,0.2308,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_ties,c3_b0.01,3,0.01,0.0134,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_ties,c3_b0.1,3,0.1,0.3322,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_ties,c5_b0,5,0.0,0.0929,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_ties,c5_b0.01,5,0.01,0.1957,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_ties,c5_b0.1,5,0.1,0.0562,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_ties,c7_b0,7,0.0,0.1461,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_ties,c7_b0.01,7,0.01,0.1452,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,dare_ties,c7_b0.1,7,0.1,0.115,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,regmean,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,regmean,c3_b0.01,3,0.01,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,regmean,c3_b0.1,3,0.1,0.0946,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,regmean,c5_b0,5,0.0,0.1178,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,regmean,c5_b0.01,5,0.01,0.1392,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,regmean,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,regmean,c7_b0,7,0.0,0.2134,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,regmean,c7_b0.01,7,0.01,0.0781,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,regmean,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,fisher,c3_b0,3,0.0,0.1133,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,fisher,c3_b0.01,3,0.01,0.1741,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,fisher,c3_b0.1,3,0.1,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,fisher,c5_b0,5,0.0,0.1103,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,fisher,c5_b0.01,5,0.01,0.1293,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,fisher,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,fisher,c7_b0,7,0.0,0.2177,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,fisher,c7_b0.01,7,0.01,0.1027,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,fisher,c7_b0.1,7,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,breadcrumbs,c3_b0,3,0.0,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,breadcrumbs,c3_b0.01,3,0.01,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,breadcrumbs,c3_b0.1,3,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,breadcrumbs,c5_b0,5,0.0,0.091,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,breadcrumbs,c5_b0.01,5,0.01,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,breadcrumbs,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,breadcrumbs,c7_b0,7,0.0,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,breadcrumbs,c7_b0.01,7,0.01,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,breadcrumbs,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,model_stock,c3_b0,3,0.0,0.0852,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,model_stock,c3_b0.01,3,0.01,0.1551,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,model_stock,c3_b0.1,3,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,model_stock,c5_b0,5,0.0,0.1021,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,model_stock,c5_b0.01,5,0.01,0.0823,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,model_stock,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,model_stock,c7_b0,7,0.0,0.1013,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,model_stock,c7_b0.01,7,0.01,0.0555,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,model_stock,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,from,c3_b0,3,0.0,0.0897,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,from,c3_b0.01,3,0.01,0.2843,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,from,c3_b0.1,3,0.1,0.0915,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,from,c5_b0,5,0.0,0.2498,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,from,c5_b0.01,5,0.01,0.1201,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,from,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,from,c7_b0,7,0.0,0.142,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,from,c7_b0.01,7,0.01,0.096,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,from,c7_b0.1,7,0.1,0.1305,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,iso_c,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,iso_c,c3_b0.01,3,0.01,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,iso_c,c3_b0.1,3,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,iso_c,c5_b0,5,0.0,0.1226,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,iso_c,c5_b0.01,5,0.01,0.0931,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,iso_c,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,iso_c,c7_b0,7,0.0,0.1554,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,iso_c,c7_b0.01,7,0.01,0.0801,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,iso_c,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,free_merge,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,free_merge,c3_b0.01,3,0.01,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,free_merge,c3_b0.1,3,0.1,0.0944,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,free_merge,c5_b0,5,0.0,0.1177,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,free_merge,c5_b0.01,5,0.01,0.1392,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,free_merge,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,free_merge,c7_b0,7,0.0,0.2134,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,free_merge,c7_b0.01,7,0.01,0.0781,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,free_merge,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,robustmerge,c3_b0,3,0.0,0.1002,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,robustmerge,c3_b0.01,3,0.01,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,robustmerge,c3_b0.1,3,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,robustmerge,c5_b0,5,0.0,0.0896,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,robustmerge,c5_b0.01,5,0.01,0.096,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,robustmerge,c5_b0.1,5,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,robustmerge,c7_b0,7,0.0,0.0798,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,robustmerge,c7_b0.01,7,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,efficientnet,robustmerge,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,avg,c3_b0,3,0.0,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,avg,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,avg,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,avg,c5_b0,5,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,avg,c5_b0.01,5,0.01,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,avg,c5_b0.1,5,0.1,0.0959,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,avg,c7_b0,7,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,avg,c7_b0.01,7,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,avg,c7_b0.1,7,0.1,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,ties,c3_b0,3,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,ties,c3_b0.01,3,0.01,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,ties,c3_b0.1,3,0.1,0.0964,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,ties,c5_b0,5,0.0,0.0526,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,ties,c5_b0.01,5,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,ties,c5_b0.1,5,0.1,0.0949,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,ties,c7_b0,7,0.0,0.0501,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,ties,c7_b0.01,7,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,ties,c7_b0.1,7,0.1,0.1361,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_linear,c3_b0,3,0.0,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_linear,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_linear,c3_b0.1,3,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_linear,c5_b0,5,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_linear,c5_b0.01,5,0.01,0.1171,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_linear,c5_b0.1,5,0.1,0.1171,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_linear,c7_b0,7,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_linear,c7_b0.01,7,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_linear,c7_b0.1,7,0.1,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_ties,c3_b0,3,0.0,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_ties,c3_b0.01,3,0.01,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_ties,c3_b0.1,3,0.1,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_ties,c5_b0,5,0.0,0.1109,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_ties,c5_b0.01,5,0.01,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_ties,c5_b0.1,5,0.1,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_ties,c7_b0,7,0.0,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_ties,c7_b0.01,7,0.01,0.0835,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,dare_ties,c7_b0.1,7,0.1,0.0353,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,regmean,c3_b0,3,0.0,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,regmean,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,regmean,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,regmean,c5_b0,5,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,regmean,c5_b0.01,5,0.01,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,regmean,c5_b0.1,5,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,regmean,c7_b0,7,0.0,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,regmean,c7_b0.01,7,0.01,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,regmean,c7_b0.1,7,0.1,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,fisher,c3_b0,3,0.0,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,fisher,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,fisher,c3_b0.1,3,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,fisher,c5_b0,5,0.0,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,fisher,c5_b0.01,5,0.01,0.0678,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,fisher,c5_b0.1,5,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,fisher,c7_b0,7,0.0,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,fisher,c7_b0.01,7,0.01,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,fisher,c7_b0.1,7,0.1,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,breadcrumbs,c3_b0,3,0.0,0.1171,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,breadcrumbs,c3_b0.01,3,0.01,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,breadcrumbs,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,breadcrumbs,c5_b0,5,0.0,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,breadcrumbs,c5_b0.01,5,0.01,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,breadcrumbs,c5_b0.1,5,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,mobilenet,breadcrumbs,c7_b0,7,0.0,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
