dataset,task_type,backbone,method,setting,num_clients,beta,accuracy,source_file
organcmnist,small,vit_t,model_stock,c3_b0,3,0.0,0.0969,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,model_stock,c3_b0.01,3,0.01,0.1508,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,model_stock,c3_b0.1,3,0.1,0.1988,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,model_stock,c5_b0,5,0.0,0.0935,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,model_stock,c5_b0.01,5,0.01,0.0914,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,model_stock,c5_b0.1,5,0.1,0.1833,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,model_stock,c7_b0,7,0.0,0.1771,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,model_stock,c7_b0.01,7,0.01,0.0959,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,model_stock,c7_b0.1,7,0.1,0.0915,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,from,c3_b0,3,0.0,0.1743,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,from,c3_b0.01,3,0.01,0.2653,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,from,c3_b0.1,3,0.1,0.2048,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,from,c5_b0,5,0.0,0.1248,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,from,c5_b0.01,5,0.01,0.0979,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,from,c5_b0.1,5,0.1,0.1676,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,from,c7_b0,7,0.0,0.1164,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,from,c7_b0.01,7,0.01,0.0566,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,from,c7_b0.1,7,0.1,0.1187,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,iso_c,c3_b0,3,0.0,0.0522,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,iso_c,c3_b0.01,3,0.01,0.1256,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,iso_c,c3_b0.1,3,0.1,0.1473,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,iso_c,c5_b0,5,0.0,0.0574,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,iso_c,c5_b0.01,5,0.01,0.0576,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,iso_c,c5_b0.1,5,0.1,0.0551,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,iso_c,c7_b0,7,0.0,0.0539,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,iso_c,c7_b0.01,7,0.01,0.1207,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,iso_c,c7_b0.1,7,0.1,0.0943,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,free_merge,c3_b0,3,0.0,0.1748,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,free_merge,c3_b0.01,3,0.01,0.1064,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,free_merge,c3_b0.1,3,0.1,0.1463,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,free_merge,c5_b0,5,0.0,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,free_merge,c5_b0.01,5,0.01,0.0936,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,free_merge,c5_b0.1,5,0.1,0.1479,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,free_merge,c7_b0,7,0.0,0.0779,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,free_merge,c7_b0.01,7,0.01,0.0582,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,free_merge,c7_b0.1,7,0.1,0.0917,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,robustmerge,c3_b0,3,0.0,0.0528,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,robustmerge,c3_b0.01,3,0.01,0.125,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,robustmerge,c3_b0.1,3,0.1,0.1083,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,robustmerge,c5_b0,5,0.0,0.0755,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,robustmerge,c5_b0.01,5,0.01,0.0571,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,robustmerge,c5_b0.1,5,0.1,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,robustmerge,c7_b0,7,0.0,0.1178,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,robustmerge,c7_b0.01,7,0.01,0.2225,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,vit_t,robustmerge,c7_b0.1,7,0.1,0.0912,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,avg,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,avg,c3_b0.01,3,0.01,0.1807,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,avg,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,avg,c5_b0,5,0.0,0.2291,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,avg,c5_b0.01,5,0.01,0.0678,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,avg,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,avg,c7_b0,7,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,avg,c7_b0.01,7,0.01,0.0555,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,avg,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,ties,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,ties,c3_b0.01,3,0.01,0.2036,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,ties,c3_b0.1,3,0.1,0.056,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,ties,c5_b0,5,0.0,0.0678,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,ties,c5_b0.01,5,0.01,0.0533,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,ties,c5_b0.1,5,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,ties,c7_b0,7,0.0,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,ties,c7_b0.01,7,0.01,0.0977,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,ties,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_linear,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_linear,c3_b0.01,3,0.01,0.2069,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_linear,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_linear,c5_b0,5,0.0,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_linear,c5_b0.01,5,0.01,0.0668,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_linear,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_linear,c7_b0,7,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_linear,c7_b0.01,7,0.01,0.0521,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_linear,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_ties,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_ties,c3_b0.01,3,0.01,0.244,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_ties,c3_b0.1,3,0.1,0.0503,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_ties,c5_b0,5,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_ties,c5_b0.01,5,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_ties,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_ties,c7_b0,7,0.0,0.1318,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_ties,c7_b0.01,7,0.01,0.1022,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,dare_ties,c7_b0.1,7,0.1,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,regmean,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,regmean,c3_b0.01,3,0.01,0.221,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,regmean,c3_b0.1,3,0.1,0.1137,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,regmean,c5_b0,5,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,regmean,c5_b0.01,5,0.01,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,regmean,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,regmean,c7_b0,7,0.0,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,regmean,c7_b0.01,7,0.01,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,regmean,c7_b0.1,7,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,fisher,c3_b0,3,0.0,0.1014,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,fisher,c3_b0.01,3,0.01,0.0915,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,fisher,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,fisher,c5_b0,5,0.0,0.1171,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,fisher,c5_b0.01,5,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,fisher,c5_b0.1,5,0.1,0.1003,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,fisher,c7_b0,7,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,fisher,c7_b0.01,7,0.01,0.1171,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,fisher,c7_b0.1,7,0.1,0.0868,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,breadcrumbs,c3_b0,3,0.0,0.2483,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,breadcrumbs,c3_b0.01,3,0.01,0.134,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,breadcrumbs,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,breadcrumbs,c5_b0,5,0.0,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,breadcrumbs,c5_b0.01,5,0.01,0.0882,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,breadcrumbs,c5_b0.1,5,0.1,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,breadcrumbs,c7_b0,7,0.0,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,breadcrumbs,c7_b0.01,7,0.01,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,breadcrumbs,c7_b0.1,7,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,model_stock,c3_b0,3,0.0,0.1171,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,model_stock,c3_b0.01,3,0.01,0.1646,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,model_stock,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,model_stock,c5_b0,5,0.0,0.0731,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,model_stock,c5_b0.01,5,0.01,0.0668,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,model_stock,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,model_stock,c7_b0,7,0.0,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,model_stock,c7_b0.01,7,0.01,0.1065,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,model_stock,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,from,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,from,c3_b0.01,3,0.01,0.2112,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,from,c3_b0.1,3,0.1,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,from,c5_b0,5,0.0,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,from,c5_b0.01,5,0.01,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,from,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,from,c7_b0,7,0.0,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,from,c7_b0.01,7,0.01,0.1328,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,from,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,iso_c,c3_b0,3,0.0,0.0847,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,iso_c,c3_b0.01,3,0.01,0.1807,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,iso_c,c3_b0.1,3,0.1,0.1251,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,iso_c,c5_b0,5,0.0,0.2005,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,iso_c,c5_b0.01,5,0.01,0.1065,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,iso_c,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,iso_c,c7_b0,7,0.0,0.2405,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,iso_c,c7_b0.01,7,0.01,0.1042,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,iso_c,c7_b0.1,7,0.1,0.0959,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,free_merge,c3_b0,3,0.0,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,free_merge,c3_b0.01,3,0.01,0.1357,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,free_merge,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,free_merge,c5_b0,5,0.0,0.254,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,free_merge,c5_b0.01,5,0.01,0.0678,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,free_merge,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,free_merge,c7_b0,7,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,free_merge,c7_b0.01,7,0.01,0.0863,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,free_merge,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,robustmerge,c3_b0,3,0.0,0.2248,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,robustmerge,c3_b0.01,3,0.01,0.2041,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,robustmerge,c3_b0.1,3,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,robustmerge,c5_b0,5,0.0,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,robustmerge,c5_b0.01,5,0.01,0.1179,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,robustmerge,c5_b0.1,5,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,robustmerge,c7_b0,7,0.0,0.2233,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,robustmerge,c7_b0.01,7,0.01,0.2735,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,swin_tiny,robustmerge,c7_b0.1,7,0.1,0.0913,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,avg,c3_b0,3,0.0,0.0892,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,avg,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,avg,c3_b0.1,3,0.1,0.1003,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,avg,c5_b0,5,0.0,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,avg,c5_b0.01,5,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,avg,c5_b0.1,5,0.1,0.0959,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,avg,c7_b0,7,0.0,0.1971,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,avg,c7_b0.01,7,0.01,0.0526,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,avg,c7_b0.1,7,0.1,0.1231,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,ties,c3_b0,3,0.0,0.0889,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,ties,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,ties,c3_b0.1,3,0.1,0.4468,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,ties,c5_b0,5,0.0,0.1277,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,ties,c5_b0.01,5,0.01,0.1949,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,ties,c5_b0.1,5,0.1,0.2633,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,ties,c7_b0,7,0.0,0.1009,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,ties,c7_b0.01,7,0.01,0.1403,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,ties,c7_b0.1,7,0.1,0.1027,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_linear,c3_b0,3,0.0,0.1205,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_linear,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_linear,c3_b0.1,3,0.1,0.092,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_linear,c5_b0,5,0.0,0.1061,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_linear,c5_b0.01,5,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_linear,c5_b0.1,5,0.1,0.1249,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_linear,c7_b0,7,0.0,0.2203,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_linear,c7_b0.01,7,0.01,0.0525,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_linear,c7_b0.1,7,0.1,0.1201,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_ties,c3_b0,3,0.0,0.1054,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_ties,c3_b0.01,3,0.01,0.0986,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_ties,c3_b0.1,3,0.1,0.3093,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_ties,c5_b0,5,0.0,0.129,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_ties,c5_b0.01,5,0.01,0.242,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_ties,c5_b0.1,5,0.1,0.3323,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_ties,c7_b0,7,0.0,0.0624,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_ties,c7_b0.01,7,0.01,0.1702,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,dare_ties,c7_b0.1,7,0.1,0.1095,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,regmean,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,regmean,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,regmean,c3_b0.1,3,0.1,0.1121,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,regmean,c5_b0,5,0.0,0.2255,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,regmean,c5_b0.01,5,0.01,0.0975,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,regmean,c5_b0.1,5,0.1,0.1161,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,regmean,c7_b0,7,0.0,0.0482,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,regmean,c7_b0.01,7,0.01,0.0553,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,regmean,c7_b0.1,7,0.1,0.1464,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,fisher,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,fisher,c3_b0.01,3,0.01,0.1075,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,fisher,c3_b0.1,3,0.1,0.4583,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,fisher,c5_b0,5,0.0,0.1132,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,fisher,c5_b0.01,5,0.01,0.1243,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,fisher,c5_b0.1,5,0.1,0.1489,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,fisher,c7_b0,7,0.0,0.3262,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,fisher,c7_b0.01,7,0.01,0.1463,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,fisher,c7_b0.1,7,0.1,0.1265,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,breadcrumbs,c3_b0,3,0.0,0.08,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,breadcrumbs,c3_b0.01,3,0.01,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,breadcrumbs,c3_b0.1,3,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,breadcrumbs,c5_b0,5,0.0,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,breadcrumbs,c5_b0.01,5,0.01,0.1022,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,breadcrumbs,c5_b0.1,5,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,breadcrumbs,c7_b0,7,0.0,0.0986,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,breadcrumbs,c7_b0.01,7,0.01,0.0937,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,breadcrumbs,c7_b0.1,7,0.1,0.0865,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,model_stock,c3_b0,3,0.0,0.1009,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,model_stock,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,model_stock,c3_b0.1,3,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,model_stock,c5_b0,5,0.0,0.1294,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,model_stock,c5_b0.01,5,0.01,0.0868,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,model_stock,c5_b0.1,5,0.1,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,model_stock,c7_b0,7,0.0,0.2296,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,model_stock,c7_b0.01,7,0.01,0.0566,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,model_stock,c7_b0.1,7,0.1,0.0512,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,from,c3_b0,3,0.0,0.0885,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,from,c3_b0.01,3,0.01,0.0895,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,from,c3_b0.1,3,0.1,0.1229,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,from,c5_b0,5,0.0,0.1008,program/MedMNISTMerge/result/organcmnist(1).md
organcmnist,small,densenet,from,c5_b0.01,5,0.01,0.0784,program/MedMNISTMerge/result/organcmnist(1).md
